,nome,codigo,time,chutes,passes_completados,bolas_recuperadas,desarmes,defesas,velocidade_maxima,distancia,adversario
326,2   VRSALJKO,336485,Croácia,0,42,8,3,0,29.2,10885,Brasil
327,4   PERIŠIĆ,359381,Croácia,2,13,5,2,0,28.1,10473,Brasil
328,5   CORLUKA,297373,Croácia,1,26,2,1,0,22.3,8861,Brasil
329,6   LOVREN,312432,Croácia,1,16,4,1,0,22.5,9243,Brasil
330,7   RAKITIĆ,296633,Croácia,0,40,6,4,0,27.4,10875,Brasil
331,9   JELAVIĆ,316117,Croácia,1,8,0,1,0,27.4,9285,Brasil
332,10   MODRIĆ,241559,Croácia,1,54,5,1,0,27.8,10430,Brasil
333,11   SRNA,210704,Croácia,0,23,3,1,0,27.4,10572,Brasil
334,18   OLIĆ,187258,Croácia,1,11,4,5,0,29.2,11351,Brasil
335,20   KOVAČIĆ,339987,Croácia,1,17,2,1,0,28,7459,Brasil
336,14   BROZOVIĆ,380000,Croácia,2,13,2,2,0,28.3,4371,Brasil
337,16   REBIĆ,369058,Croácia,0,4,0,0,0,26.7,2055,Brasil
338,13   G OCHOA,215285,México,0,20,0,0,1,13.4,3890,Camarões
339,2   F RODRIGUEZ,209960,México,0,71,4,1,0,22.9,9416,Camarões
340,4   R MARQUEZ,178119,México,1,57,9,0,0,27.6,9014,Camarões
341,6   H HERRERA,329092,México,1,40,5,0,0,26.9,11262,Camarões
342,7   M LAYUN,371044,México,2,36,4,0,0,28.7,10416,Camarões
343,10   G DOS SANTOS,234551,México,1,32,1,0,0,28.8,9523,Camarões
344,15   H MORENO,238112,México,0,66,3,2,0,24.1,8974,Camarões
345,18   A GUARDADO,251352,México,1,28,4,1,0,29.6,8463,Camarões
346,19   O PERALTA,227851,México,2,14,0,1,0,26.8,7521,Camarões
347,22   P AGUILAR,289195,México,0,38,2,2,0,31.1,10117,Camarões
348,23   J VAZQUEZ,379264,México,0,61,3,0,0,27.6,10183,Camarões
349,3   C SALCIDO,218253,México,0,0,0,0,0,20.5,378,Camarões
350,8   M FABIAN,319311,México,0,17,0,0,0,29.4,3116,Camarões
351,14   J HERNANDEZ,228599,México,1,4,0,0,0,29.6,2170,Camarões
352,16   ITANJDE,216990,Camarões,0,13,0,0,3,18.7,3585,México
353,2   ASSOU EKOTTO,306180,Camarões,2,37,5,0,0,27.6,9474,México
354,3   NKOULOU,290931,Camarões,0,23,6,2,0,26.7,8547,México
355,4   DJEUGOUE,380060,Camarões,0,9,2,1,0,28.1,5005,México
356,6   SONG,200261,Camarões,0,31,1,0,0,25.8,8607,México
357,8   MOUKANDJO,296118,Camarões,1,13,2,0,0,30,10534,México
358,9   ETO'O,170667,Camarões,2,14,0,1,0,28.8,7469,México
359,13   CHOUPO-MOTING,312316,Camarões,1,18,3,2,0,28.1,9682,México
360,14   CHEDJOU,278732,Camarões,2,32,9,2,0,28.7,8705,México
361,17   MBIA,200935,Camarões,1,40,3,0,0,26,10626,México
362,18   ENOH,310048,Camarões,1,24,2,1,0,24.4,11186,México
363,5   NOUNKEU,200259,Camarões,0,27,4,2,0,28.5,5058,México
364,15   WEBO,214135,Camarões,0,3,1,0,0,21.8,1594,México
365,1   I. CASILLAS,176644,Espanha,0,15,0,0,5,13.9,3084,Holanda
366,3   PIQUÉ,216973,Espanha,0,57,4,1,0,26.5,9178,Holanda
367,6   A. INIESTA,183857,Espanha,2,63,0,0,0,23.9,9853,Holanda
368,8   XAVI,177855,Espanha,0,73,2,0,0,23.1,11116,Holanda
369,14   ALONSO,207528,Espanha,1,52,2,1,0,27.1,7307,Holanda
370,15   RAMOS,216814,Espanha,1,57,6,1,0,29.4,9366,Holanda
371,16   SERGIO,303034,Espanha,0,66,1,1,0,28.9,9736,Holanda
372,18   JORDI ALBA,306954,Espanha,0,61,5,0,0,31.6,9930,Holanda
373,19   DIEGO COSTA,367920,Espanha,2,13,0,0,0,25,6239,Holanda
374,21   SILVA,200176,Espanha,2,39,4,2,0,24.1,8331,Holanda
375,22   AZPILICUETA,270948,Espanha,0,44,5,1,0,28.7,9297,Holanda
376,9   TORRES,183864,Espanha,0,6,0,0,0,25,3279,Holanda
377,10   FÁBREGAS,200179,Espanha,0,10,1,0,0,29.8,1924,Holanda
378,11   PEDRO,318601,Espanha,1,10,0,1,0,28.3,3406,Holanda
379,1   CILLESSEN,358738,Holanda,0,24,0,0,3,14.7,4801,Espanha
380,2   VLAAR,216715,Holanda,0,28,5,2,0,28,9867,Espanha
381,3   DE VRIJ,313021,Holanda,2,22,4,5,0,25.7,7889,Espanha
382,4   MARTINS INDI,358736,Holanda,0,38,7,0,0,25.4,10229,Espanha
383,5   BLIND,319432,Holanda,0,49,3,0,0,24.9,10694,Espanha
384,6   DE JONG,216964,Holanda,1,32,7,2,0,23.9,10333,Espanha
385,7   JANMAAT,319428,Holanda,0,30,9,2,0,28.1,11014,Espanha
386,8   DE GUZMAN,298677,Holanda,0,12,1,0,0,27.2,7259,Espanha
387,9   V. PERSIE,217315,Holanda,4,15,0,1,0,28.8,8400,Espanha
388,10   SNEIJDER,215002,Holanda,2,27,3,0,0,30.2,10854,Espanha
389,11   ROBBEN,184616,Holanda,3,20,2,0,0,31,10283,Espanha
390,13   VELTMAN,313051,Holanda,0,5,0,3,0,27.2,2032,Espanha
391,17   LENS,298681,Holanda,0,5,0,0,0,29.6,1755,Espanha
392,20   WIJNALDUM,319438,Holanda,1,11,2,0,0,28.7,3976,Espanha
393,1   C. BRAVO,202650,Chile,0,35,0,0,3,24.3,5591,Austrália
394,2   MENA,349592,Chile,1,68,3,1,0,30.6,10783,Austrália
395,4   ISLA,228617,Chile,1,72,8,2,0,28.5,10722,Austrália
396,7   ALEXIS,228627,Chile,2,37,3,1,0,31.1,9511,Austrália
397,8   VIDAL,267543,Chile,1,35,2,3,0,26.4,7037,Austrália
398,10   VALDIVIA,202655,Chile,2,31,1,5,0,27,7358,Austrália
399,11   VARGAS,270301,Chile,1,29,1,0,0,26.7,8853,Austrália
400,17   MEDEL,267527,Chile,0,76,5,1,0,25.3,9808,Austrália
401,18   JARA,229439,Chile,0,76,9,0,0,26.3,9921,Austrália
402,20   CH. ARÁNGUIZ,318150,Chile,0,57,5,1,0,29.1,12341,Austrália
403,21   DIAZ,233530,Chile,1,75,3,2,0,26.5,12718,Austrália
404,9   PINILLA,201787,Chile,1,1,0,0,0,20.3,845,Austrália
405,15   BEAUSEJOUR,209502,Chile,1,5,0,0,0,28.3,2997,Austrália
406,16   GUTIÉRREZ,349588,Chile,0,18,0,0,0,27.2,5072,Austrália
407,1   RYAN,339117,Austrália,0,31,0,0,2,17,6196,Chile
408,2   FRANJIC,370062,Austrália,0,18,2,4,0,26.1,5833,Chile
409,3   DAVIDSON,306364,Austrália,0,38,7,1,0,30.9,10639,Chile
410,4   CAHILL,213001,Austrália,5,23,1,1,0,25,10280,Chile
411,5   MILLIGAN,197411,Austrália,1,30,7,4,0,26.7,11312,Chile
412,6   SPIRANOVIC,229051,Austrália,0,29,5,0,0,26.6,10124,Chile
413,7   LECKIE,321697,Austrália,2,34,6,0,0,31.4,10929,Chile
414,11   OAR,306424,Austrália,2,12,2,0,0,27.4,8281,Chile
415,15   JEDINAK,197514,Austrália,0,29,4,0,0,28.7,11720,Chile
416,22   WILKINSON,182620,Austrália,0,21,3,3,0,24.5,10179,Chile
417,23   BRESCIANO,178299,Austrália,3,32,2,1,0,22.3,10107,Chile
418,10   HALLORAN,379164,Austrália,0,4,0,0,0,28.7,3162,Chile
419,14   TROISI,290605,Austrália,0,8,2,1,0,27.6,2539,Chile
420,19   MCGOWAN,306410,Austrália,0,15,3,2,0,27.7,4596,Chile
421,1   OSPINA,228686,Colômbia,0,22,0,0,4,18.8,4446,Grécia
422,2   C. ZAPATA,200209,Colômbia,0,23,3,1,0,29.6,9586,Grécia
423,3   YEPES,3408,Colômbia,0,22,3,2,0,27.4,9500,Grécia
424,6   C. SANCHEZ,280487,Colômbia,0,18,1,4,0,27.8,10606,Grécia
425,7   P. ARMERO,200213,Colômbia,1,18,3,1,0,31.9,8207,Grécia
426,8   AGUILAR T.,198243,Colômbia,1,21,2,4,0,22.7,8465,Grécia
427,9   TEO,309716,Colômbia,1,19,0,1,0,30.2,8333,Grécia
428,10   JAMES,269058,Colômbia,6,46,2,2,0,29.6,10982,Grécia
429,11   CUADRADO,309714,Colômbia,2,31,1,6,0,31.6,10284,Grécia
430,14   IBARBO,349517,Colômbia,0,21,2,4,0,30.3,9938,Grécia
431,18   C. ZUÑIGA,229443,Colômbia,0,56,8,3,0,29.1,9669,Grécia
432,4   ARIAS,315614,Colômbia,1,16,2,0,0,22.5,2515,Grécia
433,15   A. MEJIA,228691,Colômbia,0,12,2,3,0,29.4,2775,Grécia
434,21   JACKSON M.,313832,Colômbia,0,3,1,1,0,24.4,2317,Grécia
435,1   KARNEZIS,228328,Grécia,0,15,0,0,3,14.3,5326,Colômbia
436,2   MANIATIS,321731,Grécia,2,45,1,1,0,30.2,10667,Colômbia
437,4   MANOLAS,323556,Grécia,0,32,2,2,0,28.8,8383,Colômbia
438,7   SAMARAS,297112,Grécia,2,29,4,2,0,30.7,9898,Colômbia
439,8   KONE,360109,Grécia,3,28,3,2,0,28.7,9657,Colômbia
440,14   SALPINGIDIS,215513,Grécia,1,9,0,1,0,28.1,6565,Colômbia
441,15   TOROSIDIS,228336,Grécia,1,43,3,0,0,29.8,9797,Colômbia
442,17   GEKAS,230517,Grécia,1,8,3,0,0,28.1,6455,Colômbia
443,19   SOKRATIS,299090,Grécia,0,35,5,2,0,25.4,8327,Colômbia
444,20   CHOLEVAS,358022,Grécia,1,44,3,1,0,30.5,9509,Colômbia
445,21   KATSOURANIS,214887,Grécia,0,60,5,1,0,30,10618,Colômbia
446,9   MITROGLOU,318768,Grécia,1,10,0,0,0,27.2,3117,Colômbia
447,10   KARAGOUNIS,168832,Grécia,0,10,1,0,0,21,2023,Colômbia
448,18   FETFATZIDIS,358024,Grécia,0,9,4,0,0,25,4518,Colômbia
449,1   F. MUSLERA,229498,Uruguai,0,18,0,0,1,20.7,3176,Costa Rica
450,2   D. LUGANO,239433,Uruguai,0,34,3,1,0,22.7,8978,Costa Rica
451,3   D. GODIN,229499,Uruguai,0,32,7,4,0,25.6,8841,Costa Rica
452,5   W. GARGANO,276131,Uruguai,0,36,1,1,0,26.7,6663,Costa Rica
453,7   C. RODRIGUEZ,216567,Uruguai,0,25,2,1,0,26.3,8127,Costa Rica
454,10   D. FORLAN,189259,Uruguai,3,18,0,0,0,23.9,6813,Costa Rica
455,11   C. STUANI,229506,Uruguai,0,16,4,2,0,26.3,10885,Costa Rica
456,16   M. PEREIRA,286481,Uruguai,0,43,4,1,0,27.4,10071,Costa Rica
457,17   E. AREVALO RIOS,286238,Uruguai,1,53,7,3,0,25,10276,Costa Rica
458,21   E. CAVANI,267834,Uruguai,4,17,1,2,0,28.1,10368,Costa Rica
459,22   M. CACERES,267829,Uruguai,1,54,7,1,0,30.9,9628,Costa Rica
460,8   A. HERNANDEZ,305372,Uruguai,0,2,0,0,0,23.6,1832,Costa Rica
461,14   N. LODEIRO,305378,Uruguai,0,21,2,1,0,20.7,4457,Costa Rica
462,20   A. GONZALEZ,286259,Uruguai,0,18,2,1,0,29.4,4151,Costa Rica
463,1   NAVAS K.,199175,Costa Rica,0,17,0,0,2,24.1,4569,Uruguai
464,3   GONZALEZ G.,268821,Costa Rica,2,23,6,1,0,25.3,10047,Uruguai
465,4   UMAÑA M.,208120,Costa Rica,0,31,4,1,0,25.4,10031,Uruguai
466,5   BORGES C.,236530,Costa Rica,1,35,3,0,0,28.5,11163,Uruguai
467,6   DUARTE O.,312987,Costa Rica,2,45,6,3,0,23.3,10317,Uruguai
468,7   BOLAÑOS C.,183796,Costa Rica,0,14,2,1,0,29.4,10095,Uruguai
469,9   CAMPBELL J.,307529,Costa Rica,4,21,1,0,0,28,8774,Uruguai
470,10   RUIZ B.,214876,Costa Rica,2,27,1,1,0,25.4,9444,Uruguai
471,15   DIAZ J.,209940,Costa Rica,0,35,3,2,0,28.7,10349,Uruguai
472,16   GAMBOA C.,307026,Costa Rica,0,33,4,1,0,30.1,10112,Uruguai
473,17   TEJEDA Y.,307541,Costa Rica,0,28,2,8,0,21.4,9135,Uruguai
474,11   BARRANTES M.,271182,Costa Rica,0,1,0,0,0,23.4,787,Uruguai
475,21   UREÑA M.,270144,Costa Rica,1,0,0,0,0,28,1365,Uruguai
476,22   CUBERO J.,268822,Costa Rica,0,3,1,0,0,22.3,2423,Uruguai
477,1   HART,299956,Inglaterra,0,18,0,0,1,24.1,3629,Itália
478,2   JOHNSON,197464,Inglaterra,2,62,3,0,0,25.4,10326,Itália
479,3   BAINES,305768,Inglaterra,1,48,4,2,0,27.6,9487,Itália
480,4   GERRARD,214961,Inglaterra,1,61,2,0,0,27.8,10588,Itália
481,5   CAHILL,305764,Inglaterra,0,42,5,2,0,29.4,9876,Itália
482,6   JAGIELKA,299960,Inglaterra,0,49,6,0,0,29.2,8972,Itália
483,9   STURRIDGE,306532,Inglaterra,3,19,1,1,0,29,8669,Itália
484,10   ROONEY,196842,Inglaterra,3,28,0,1,0,28.5,11223,Itália
485,11   WELBECK,274034,Inglaterra,1,28,3,1,0,27.9,7033,Itália
486,14   HENDERSON,356189,Inglaterra,2,46,7,0,0,27.4,8580,Itália
487,19   STERLING,336043,Inglaterra,4,32,0,0,0,27,10476,Itália
488,7   WILSHERE,330565,Inglaterra,0,12,0,1,0,27.8,2533,Itália
489,20   LALLANA,361222,Inglaterra,0,6,0,0,0,24.9,1969,Itália
490,21   BARKLEY,369392,Inglaterra,1,16,0,0,0,29.6,3897,Itália
491,12   SIRIGU,298655,Itália,0,34,0,0,4,20.6,3986,Inglaterra
492,3   CHIELLINI,215274,Itália,1,54,6,4,0,26.5,10583,Inglaterra
493,4   DARMIAN,288824,Itália,2,36,0,1,0,29.1,10879,Inglaterra
494,6   CANDREVA,298662,Itália,4,33,0,0,0,30,9128,Inglaterra
495,8   MARCHISIO,298664,Itália,1,35,2,1,0,26.3,11153,Inglaterra
496,9   BALOTELLI,301059,Itália,3,16,0,1,0,29.6,7592,Inglaterra
497,15   BARZAGLI,214377,Itália,0,51,4,0,0,26.3,10158,Inglaterra
498,16   DE ROSSI,209119,Itália,0,105,7,4,0,25.2,10618,Inglaterra
499,20   PALETTA,233333,Itália,0,43,2,1,0,26.1,8955,Inglaterra
500,21   PIRLO,177876,Itália,1,103,3,0,0,20.2,10544,Inglaterra
501,23   VERRATTI,359217,Itália,0,59,0,0,0,28.7,7639,Inglaterra
502,5   THIAGO MOTTA,175689,Itália,0,26,1,0,0,24.9,4289,Inglaterra
503,17   IMMOBILE,306780,Itália,0,4,0,0,0,29.4,2882,Inglaterra
504,18   PAROLO,378836,Itália,0,7,2,0,0,28.8,2062,Inglaterra
505,1   BARRY COPA,178958,Costa do Marfim,0,22,0,0,2,15.1,2204,Japão
506,3   BOKA,198489,Costa do Marfim,3,29,4,1,0,26.7,7343,Japão
507,5   ZOKORA,176971,Costa do Marfim,0,61,4,2,0,24.7,8267,Japão
508,8   KALOU,216970,Costa do Marfim,4,28,4,0,0,29.8,10326,Japão
509,9   TIOTE,291329,Costa do Marfim,0,63,8,3,0,25.2,10291,Japão
510,10   GERVINHO,290186,Costa do Marfim,4,19,3,0,0,30.7,9097,Japão
511,12   B. WILFRIED,353118,Costa do Marfim,4,17,0,0,0,23.4,7862,Japão
512,17   S. AURIER,370522,Costa do Marfim,0,45,8,5,0,27.2,9772,Japão
513,19   TOURE YAYA,198106,Costa do Marfim,2,42,5,0,0,30.7,9898,Japão
514,20   SEREY DIE,367555,Costa do Marfim,0,47,4,1,0,30.7,6348,Japão
515,22   BAMBA,207946,Costa do Marfim,0,61,3,2,0,31,8360,Japão
516,11   DROGBA,212306,Costa do Marfim,2,5,0,0,0,28.1,3424,Japão
517,13   YA KONAN,297839,Costa do Marfim,0,8,0,0,0,26.7,2027,Japão
518,18   DJAKPA,240718,Costa do Marfim,0,9,1,0,0,24.3,2015,Japão
519,1   KAWASHIMA,198117,Japão,0,19,0,0,4,20.5,3696,Costa do Marfim
520,2   UCHIDA,268474,Japão,1,30,10,1,0,27.2,9776,Costa do Marfim
521,4   HONDA,233500,Japão,3,34,3,0,0,25.9,11007,Costa do Marfim
522,5   NAGATOMO,291372,Japão,0,25,6,3,0,31.1,11258,Costa do Marfim
523,6   MORISHIGE,268594,Japão,0,29,5,1,0,26.3,9473,Costa do Marfim
524,9   OKAZAKI,286278,Japão,0,16,2,2,0,29.8,10586,Costa do Marfim
525,10   KAGAWA,268596,Japão,0,40,5,6,0,26.9,10346,Costa do Marfim
526,16   YAMAGUCHI,356466,Japão,1,41,1,1,0,28.5,10346,Costa do Marfim
527,17   HASEBE,289027,Japão,1,25,3,0,0,26.5,6314,Costa do Marfim
528,18   OSAKO,275136,Japão,0,8,0,0,0,27.4,7435,Costa do Marfim
529,22   YOSHIDA,271253,Japão,0,27,5,2,0,29.2,9773,Costa do Marfim
530,7   ENDO,177768,Japão,0,23,0,2,0,29.1,4557,Costa do Marfim
531,11   KAKITANI,275096,Japão,0,1,0,1,0,28.3,935,Costa do Marfim
532,13   OKUBO,180936,Japão,1,6,1,0,0,21,2757,Costa do Marfim
533,1   BENAGLIO,196633,Suíça,0,25,0,1,3,22.7,5291,Equador
534,2   LICHTSTEINER,196605,Suíça,1,53,2,1,0,29.1,11447,Equador
535,5   VON BERGEN,196620,Suíça,0,30,3,0,0,30.5,9063,Equador
536,8   INLER,261029,Suíça,2,55,4,1,0,26.5,11538,Equador
537,10   XHAKA,311558,Suíça,3,43,0,1,0,27.9,12107,Equador
538,11   BEHRAMI,216627,Suíça,1,76,6,2,0,30.5,11513,Equador
539,13   RODRIGUEZ,313559,Suíça,1,40,7,2,0,30.3,10001,Equador
540,14   STOCKER,297331,Suíça,1,9,1,0,0,22.7,5660,Equador
541,19   DRMIC,356399,Suíça,0,11,0,0,0,29.8,8700,Equador
542,20   DJOUROU,216645,Suíça,0,59,7,4,0,27.8,9426,Equador
543,23   SHAQIRI,321653,Suíça,6,44,0,0,0,27.4,10782,Equador
544,9   SEFEROVIC,311554,Suíça,1,4,0,0,0,23.6,2359,Equador
545,18   MEHMEDI,356409,Suíça,2,19,0,0,0,30.3,5749,Equador
546,22   DOMINGUEZ,303419,Equador,0,22,0,0,5,21,3181,Suíça
547,2   GUAGUA,181930,Equador,0,13,2,3,0,27.8,8556,Suíça
548,3   ERAZO,349578,Equador,1,18,4,1,0,24.8,8578,Suíça
549,4   PAREDES,349576,Equador,0,27,6,5,0,29.4,9796,Suíça
550,6   NOBOA,279417,Equador,1,29,3,4,0,25.2,10543,Suíça
551,7   MONTERO,290452,Equador,2,19,1,0,0,27.6,7652,Suíça
552,10   W. AYOVI,184447,Equador,1,52,6,0,0,30.3,9135,Suíça
553,11   CAICEDO,228715,Equador,0,10,2,1,0,31.1,6679,Suíça
554,13   E. VALENCIA,373400,Equador,2,19,3,1,0,30.2,9535,Suíça
555,16   A. VALENCIA,202544,Equador,1,26,0,1,0,29.8,9958,Suíça
556,23   GRUEZO,332827,Equador,1,20,6,2,0,25.9,10490,Suíça
557,9   ROJAS,305972,Equador,0,4,0,0,0,25.9,2099,Suíça
558,15   ARROYO,349574,Equador,1,7,0,0,0,24.7,2719,Suíça
559,1   LLORIS,297105,França,0,18,0,0,1,21.4,4815,Honduras
560,2   DEBUCHY,358011,França,2,52,7,1,0,26.1,10144,Honduras
561,3   EVRA,212246,França,0,58,2,0,0,29.2,9203,Honduras
562,4   VARANE,359440,França,0,53,6,0,0,32.3,9386,Honduras
563,5   SAKHO,274135,França,0,76,7,0,0,23.7,9100,Honduras
564,6   CABAYE,358013,França,2,75,6,0,0,23.8,7816,Honduras
565,8   VALBUENA,297106,França,3,56,1,0,0,27.4,9352,Honduras
566,10   BENZEMA,297103,França,7,30,1,0,0,28.7,9851,Honduras
567,11   GRIEZMANN,336435,França,3,28,2,0,0,27.7,10875,Honduras
568,14   MATUIDI,358014,França,3,81,2,2,0,29.8,11070,Honduras
569,19   POGBA,367388,França,0,43,0,1,0,24.9,7043,Honduras
570,9   GIROUD,358015,França,0,3,0,0,0,24.9,1891,Honduras
571,12   MAVUBA,214571,França,0,26,0,0,0,23.6,3257,Honduras
572,18   SISSOKO,317056,França,0,25,0,0,0,24.6,4383,Honduras
573,18   VALLADARES,178185,Honduras,0,20,0,0,2,11.2,3513,França
574,3   FIGUEROA,213879,Honduras,1,36,7,3,0,27.6,8959,França
575,5   BERNARDEZ,213878,Honduras,0,9,2,1,0,21,4218,França
576,7   EMILIO,230117,Honduras,0,32,2,1,0,29.1,9233,França
577,8   W. PALACIOS,209827,Honduras,1,12,2,1,0,23,4488,França
578,11   BENGTSON,323623,Honduras,0,14,1,0,0,28.3,5241,França
579,13   COSTLY,271414,Honduras,0,14,1,1,0,28.3,10017,França
580,15   ESPINOZA,304934,Honduras,0,19,4,1,0,27.2,10928,França
581,17   NAJAR,330693,Honduras,0,5,0,1,0,31.6,6338,França
582,19   GARRIDO,270400,Honduras,0,27,6,6,0,29.4,11748,França
583,21   BECKELES,339551,Honduras,1,30,3,2,0,28.7,10230,França
584,2   O. CHAVEZ,297230,Honduras,0,10,2,0,0,26.4,4486,França
585,14   BONIEK,237071,Honduras,1,11,1,1,0,26.9,5109,França
586,20   CLAROS,230114,Honduras,0,12,1,0,0,29,4269,França
587,1   ROMERO,266783,Argentina,0,23,0,0,5,20.2,3361,Bósnia e Herzegovina
588,2   GARAY,200130,Argentina,0,57,9,2,0,27,9812,Bósnia e Herzegovina
589,3   CAMPAGNARO,356612,Argentina,0,34,0,1,0,23.3,5132,Bósnia e Herzegovina
590,4   ZABALETA,182379,Argentina,0,38,3,1,0,28.1,10186,Bósnia e Herzegovina
591,7   DI MARIA,266800,Argentina,1,53,2,0,0,31.1,10773,Bósnia e Herzegovina
592,10   MESSI,229397,Argentina,3,52,1,1,0,28.9,8618,Bósnia e Herzegovina
593,11   M. RODRIGUEZ,184291,Argentina,1,27,3,1,0,23.2,5143,Bósnia e Herzegovina
594,14   MASCHERANO,182372,Argentina,1,96,5,2,0,27.6,10705,Bósnia e Herzegovina
595,16   ROJO,318688,Argentina,1,27,7,2,0,31.8,10739,Bósnia e Herzegovina
596,17   F. FERNANDEZ,318034,Argentina,0,54,4,3,0,28.7,9812,Bósnia e Herzegovina
597,20   AGUERO,228528,Argentina,3,9,1,0,0,29.8,8877,Bósnia e Herzegovina
598,5   GAGO,201001,Argentina,0,43,4,1,0,20.5,5851,Bósnia e Herzegovina
599,6   BIGLIA,200133,Argentina,0,3,1,0,0,22.3,909,Bósnia e Herzegovina
600,9   HIGUAIN,271550,Argentina,1,20,2,0,0,30.7,5520,Bósnia e Herzegovina
601,1   BEGOVIĆ,230121,Bósnia e Herzegovina,0,16,0,0,3,15,5024,Argentina
602,3   BIČAKČIĆ,372989,Bósnia e Herzegovina,0,30,2,0,0,29.2,10861,Argentina
603,4   SPAHIĆ,216069,Bósnia e Herzegovina,0,39,7,2,0,29.6,10725,Argentina
604,5   KOLAŠINAC,376230,Bósnia e Herzegovina,0,46,6,4,0,29.6,10647,Argentina
605,7   BEŠIĆ,358101,Bósnia e Herzegovina,2,54,8,3,0,31.2,12271,Argentina
606,8   PJANIĆ,299198,Bósnia e Herzegovina,2,58,6,2,0,28.7,12182,Argentina
607,10   MISIMOVIĆ,216071,Bósnia e Herzegovina,1,27,1,0,0,25.6,8397,Argentina
608,11   DŽEKO,300409,Bósnia e Herzegovina,1,19,1,0,0,29.4,10154,Argentina
609,13   MUJDŽA,299904,Bósnia e Herzegovina,0,28,5,1,0,29.2,7851,Argentina
610,16   LULIĆ,358099,Bósnia e Herzegovina,2,26,4,2,0,29.4,10532,Argentina
611,20   HAJROVIĆ,356403,Bósnia e Herzegovina,4,16,2,0,0,28.3,7832,Argentina
612,9   IBIŠEVIĆ,300411,Bósnia e Herzegovina,1,7,1,0,0,26.5,3255,Argentina
613,18   MEDUNJANIN,233167,Bósnia e Herzegovina,1,23,3,0,0,26.3,2683,Argentina
614,19   VIŠĆA,365747,Bósnia e Herzegovina,2,3,0,0,0,24.8,3078,Argentina
615,1   NEUER,228912,Alemanha,0,25,0,0,4,18.7,4951,Portugal
616,4   HÖWEDES,311148,Alemanha,0,45,5,2,0,30.5,10251,Portugal
617,5   HUMMELS,311150,Alemanha,1,47,7,4,0,32.3,7715,Portugal
618,6   KHEDIRA,196900,Alemanha,1,47,2,0,0,27.9,11261,Portugal
619,8   ÖZIL,305036,Alemanha,1,27,1,0,0,31,7229,Portugal
620,13   MÜLLER,321722,Alemanha,4,22,1,1,0,29.1,10615,Portugal
621,16   LAHM,196748,Alemanha,1,67,7,3,0,28.7,11137,Portugal
622,17   MERTESACKER,207888,Alemanha,0,29,6,0,0,25.2,8969,Portugal
623,18   KROOS,275162,Alemanha,1,69,4,0,0,25.5,11701,Portugal
624,19   GÖTZE,309316,Alemanha,4,35,3,2,0,27.9,11612,Portugal
625,20   BOATENG,299442,Alemanha,0,40,9,1,0,29.2,9519,Portugal
626,9   SCHÜRRLE,306548,Alemanha,0,9,0,0,0,23.7,3288,Portugal
627,10   PODOLSKI,196789,Alemanha,0,10,1,0,0,23.9,1248,Portugal
628,21   MUSTAFI,309308,Alemanha,0,11,1,0,0,24.2,2161,Portugal
629,12   RUI PATRICIO,269768,Portugal,0,20,0,0,2,21.7,5631,Alemanha
630,2   B. ALVES,210213,Portugal,0,48,2,2,0,27.6,9809,Alemanha
631,3   PEPE,275931,Portugal,0,18,6,1,0,27.2,3977,Alemanha
632,4   MIGUEL,200201,Portugal,1,23,5,1,0,27.7,5541,Alemanha
633,5   F. COENTRÃO,269784,Portugal,0,30,5,1,0,32.2,6734,Alemanha
634,7   RONALDO,201200,Portugal,7,26,0,1,0,30,9134,Alemanha
635,8   J. MOUTINHO,200199,Portugal,0,46,5,2,0,23.8,10921,Alemanha
636,9   H. ALMEIDA,214410,Portugal,1,4,0,0,0,24.5,2948,Alemanha
637,16   R. MEIRELES,210214,Portugal,0,49,3,1,0,29.6,10852,Alemanha
638,17   NANI,254167,Portugal,3,37,3,3,0,27,10527,Alemanha
639,21   J. PEREIRA,214407,Portugal,0,34,3,1,0,26.3,10716,Alemanha
640,11   ÉDER,359436,Portugal,2,23,3,0,0,28.7,6805,Alemanha
641,13   R. COSTA,210212,Portugal,0,21,3,2,0,27.2,4996,Alemanha
642,19   A. ALMEIDA,375453,Portugal,0,12,0,0,0,25.2,3283,Alemanha
643,12   A. HAGHIGHI,346763,Irã,0,13,0,0,4,20.6,4589,Nigéria
644,2   KH. HEYDARI,306206,Irã,0,12,3,1,0,30.3,11577,Nigéria
645,3   HAJI SAFI,288961,Irã,1,22,2,4,0,25.9,10825,Nigéria
646,4   J. HOSSEINI,278072,Irã,0,16,10,2,0,29.1,9061,Nigéria
647,5   AMIRHOSSEIN,213124,Irã,0,16,6,0,0,23.5,9105,Nigéria
648,6   J. NEKOUNAM,185641,Irã,0,27,8,0,0,26.5,10808,Nigéria
649,14   ANDRANIK,237949,Irã,2,20,4,9,0,30.2,10974,Nigéria
650,15   MONTAZERI,251481,Irã,0,24,5,2,0,27.4,10349,Nigéria
651,16   REZA,362641,Irã,4,13,2,2,0,28,10266,Nigéria
652,21   DEJAGAH,196812,Irã,0,12,2,1,0,27.8,8898,Nigéria
653,23   MEHRDAD,267344,Irã,0,13,3,6,0,28.9,9469,Nigéria
654,7   MASOUD. SH,213170,Irã,0,1,0,0,0,23.4,407,Nigéria
655,9   ALIREZA,379886,Irã,0,3,0,2,0,22.1,1965,Nigéria
