nome,chutes,passes_completados,bolas_recuperadas,desarmes,defesas,distancia,jogos,time
15   TOROSIDIS,5.0,87.0,16.0,5.0,0.0,28692.0,3,Grécia
15   TOROSIDIS,5.0,87.0,16.0,5.0,0.0,28692.0,3,Grécia
15   TOROSIDIS,5.0,87.0,16.0,5.0,0.0,28692.0,3,Grécia
15   VAN BUYTEN,3.0,161.0,24.0,1.0,0.0,29701.0,3,Bélgica
15   VAN BUYTEN,3.0,161.0,24.0,1.0,0.0,29701.0,3,Bélgica
15   VAN BUYTEN,3.0,161.0,24.0,1.0,0.0,29701.0,3,Bélgica
15   WEBO,2.0,10.0,2.0,1.0,0.0,6165.0,3,Camarões
15   WEBO,2.0,10.0,2.0,1.0,0.0,6165.0,3,Camarões
15   WEBO,2.0,10.0,2.0,1.0,0.0,6165.0,3,Camarões
15   ŠUNJIĆ,0.0,115.0,12.0,11.0,0.0,20054.0,2,Bósnia e Herzegovina
15   ŠUNJIĆ,0.0,115.0,12.0,11.0,0.0,20054.0,2,Bósnia e Herzegovina
16   A. BALANTA,0.0,21.0,6.0,0.0,0.0,9502.0,1,Colômbia
16   A. VALENCIA,2.0,67.0,4.0,2.0,0.0,26292.0,3,Equador
16   A. VALENCIA,2.0,67.0,4.0,2.0,0.0,26292.0,3,Equador
16   A. VALENCIA,2.0,67.0,4.0,2.0,0.0,26292.0,3,Equador
16   DAUDA,0.0,34.0,0.0,0.0,8.0,8393.0,2,Gana
16   DAUDA,0.0,34.0,0.0,0.0,8.0,8393.0,2,Gana
16   DE ROSSI,0.0,202.0,15.0,6.0,0.0,20821.0,2,Itália
16   DE ROSSI,0.0,202.0,15.0,6.0,0.0,20821.0,2,Itália
16   DEFOUR,0.0,23.0,2.0,1.0,0.0,5313.0,1,Bélgica
16   GAMBOA C.,0.0,79.0,14.0,7.0,0.0,30414.0,3,Costa Rica
16   GAMBOA C.,0.0,79.0,14.0,7.0,0.0,30414.0,3,Costa Rica
16   GAMBOA C.,0.0,79.0,14.0,7.0,0.0,30414.0,3,Costa Rica
16   GUTIÉRREZ,3.0,65.0,7.0,6.0,0.0,25186.0,4,Chile
16   GUTIÉRREZ,3.0,65.0,7.0,6.0,0.0,25186.0,4,Chile
16   GUTIÉRREZ,3.0,65.0,7.0,6.0,0.0,25186.0,4,Chile
16   GUTIÉRREZ,3.0,65.0,7.0,6.0,0.0,25186.0,4,Chile
16   ITANJDE,0.0,52.0,0.0,0.0,15.0,10743.0,3,Camarões
16   ITANJDE,0.0,52.0,0.0,0.0,15.0,10743.0,3,Camarões
16   ITANJDE,0.0,52.0,0.0,0.0,15.0,10743.0,3,Camarões
16   JONES,0.0,38.0,6.0,1.0,0.0,9644.0,1,Inglaterra
16   LAHM,1.0,252.0,14.0,4.0,0.0,34583.0,3,Alemanha
16   LAHM,1.0,252.0,14.0,4.0,0.0,34583.0,3,Alemanha
16   LAHM,1.0,252.0,14.0,4.0,0.0,34583.0,3,Alemanha
16   LAZAROS,4.0,20.0,3.0,3.0,0.0,9580.0,1,Grécia
16   LULIĆ,2.0,51.0,6.0,5.0,0.0,16718.0,2,Bósnia e Herzegovina
16   LULIĆ,2.0,51.0,6.0,5.0,0.0,16718.0,2,Bósnia e Herzegovina
16   M. PEREIRA,1.0,96.0,13.0,2.0,0.0,26084.0,3,Uruguai
16   M. PEREIRA,1.0,96.0,13.0,2.0,0.0,26084.0,3,Uruguai
16   M. PEREIRA,1.0,96.0,13.0,2.0,0.0,26084.0,3,Uruguai
16   R. MEIRELES,2.0,82.0,7.0,2.0,0.0,18802.0,2,Portugal
16   R. MEIRELES,2.0,82.0,7.0,2.0,0.0,18802.0,2,Portugal
16   RAMIRES,1.0,29.0,2.0,3.0,0.0,16496.0,4,Brasil
16   RAMIRES,1.0,29.0,2.0,3.0,0.0,16496.0,4,Brasil
16   RAMIRES,1.0,29.0,2.0,3.0,0.0,16496.0,4,Brasil
16   RAMIRES,1.0,29.0,2.0,3.0,0.0,16496.0,4,Brasil
16   REBIĆ,2.0,12.0,2.0,0.0,0.0,5885.0,3,Croácia
16   REBIĆ,2.0,12.0,2.0,0.0,0.0,5885.0,3,Croácia
16   REBIĆ,2.0,12.0,2.0,0.0,0.0,5885.0,3,Croácia
16   REZA,10.0,39.0,6.0,3.0,0.0,32021.0,3,Irã
16   REZA,10.0,39.0,6.0,3.0,0.0,32021.0,3,Irã
16   REZA,10.0,39.0,6.0,3.0,0.0,32021.0,3,Irã
16   ROJO,5.0,124.0,24.0,4.0,0.0,32485.0,3,Argentina
16   ROJO,5.0,124.0,24.0,4.0,0.0,32485.0,3,Argentina
16   ROJO,5.0,124.0,24.0,4.0,0.0,32485.0,3,Argentina
16   S Y KI,7.0,175.0,13.0,6.0,0.0,32508.0,3,Coreia do Sul
16   S Y KI,7.0,175.0,13.0,6.0,0.0,32508.0,3,Coreia do Sul
16   S Y KI,7.0,175.0,13.0,6.0,0.0,32508.0,3,Coreia do Sul
16   SERGIO,1.0,125.0,8.0,1.0,0.0,20601.0,2,Espanha
16   SERGIO,1.0,125.0,8.0,1.0,0.0,20601.0,2,Espanha
16   YAMAGUCHI,2.0,145.0,10.0,3.0,0.0,23000.0,3,Japão
16   YAMAGUCHI,2.0,145.0,10.0,3.0,0.0,23000.0,3,Japão
16   YAMAGUCHI,2.0,145.0,10.0,3.0,0.0,23000.0,3,Japão
17   ALTIDORE,1.0,3.0,0.0,0.0,0.0,2437.0,1,EUA
17   C Y LEE,3.0,95.0,8.0,4.0,0.0,30317.0,3,Coreia do Sul
17   C Y LEE,3.0,95.0,8.0,4.0,0.0,30317.0,3,Coreia do Sul
17   C Y LEE,3.0,95.0,8.0,4.0,0.0,30317.0,3,Coreia do Sul
17   DIGNE,0.0,56.0,7.0,0.0,0.0,11165.0,1,França
17   E. AREVALO RIOS,2.0,139.0,25.0,12.0,0.0,39267.0,4,Uruguai
17   E. AREVALO RIOS,2.0,139.0,25.0,12.0,0.0,39267.0,4,Uruguai
17   E. AREVALO RIOS,2.0,139.0,25.0,12.0,0.0,39267.0,4,Uruguai
17   E. AREVALO RIOS,2.0,139.0,25.0,12.0,0.0,39267.0,4,Uruguai
17   F. FERNANDEZ,2.0,136.0,17.0,8.0,0.0,28729.0,3,Argentina
17   F. FERNANDEZ,2.0,136.0,17.0,8.0,0.0,28729.0,3,Argentina
17   F. FERNANDEZ,2.0,136.0,17.0,8.0,0.0,28729.0,3,Argentina
17   GEKAS,2.0,16.0,3.0,0.0,0.0,14493.0,3,Grécia
17   GEKAS,2.0,16.0,3.0,0.0,0.0,14493.0,3,Grécia
17   GEKAS,2.0,16.0,3.0,0.0,0.0,14493.0,3,Grécia
17   HASEBE,2.0,118.0,12.0,4.0,0.0,22079.0,3,Japão
17   HASEBE,2.0,118.0,12.0,4.0,0.0,22079.0,3,Japão
17   HASEBE,2.0,118.0,12.0,4.0,0.0,22079.0,3,Japão
17   IMMOBILE,2.0,14.0,0.0,0.0,0.0,11031.0,2,Itália
17   IMMOBILE,2.0,14.0,0.0,0.0,0.0,11031.0,2,Itália
17   KOKE,2.0,125.0,10.0,6.0,0.0,18997.0,2,Espanha
17   KOKE,2.0,125.0,10.0,6.0,0.0,18997.0,2,Espanha
17   L GUSTAVO,3.0,186.0,34.0,12.0,0.0,46129.0,4,Brasil
17   L GUSTAVO,3.0,186.0,34.0,12.0,0.0,46129.0,4,Brasil
17   L GUSTAVO,3.0,186.0,34.0,12.0,0.0,46129.0,4,Brasil
17   L GUSTAVO,3.0,186.0,34.0,12.0,0.0,46129.0,4,Brasil
17   LENS,3.0,12.0,2.0,2.0,0.0,9593.0,3,Holanda
17   LENS,3.0,12.0,2.0,2.0,0.0,9593.0,3,Holanda
17   LENS,3.0,12.0,2.0,2.0,0.0,9593.0,3,Holanda
17   MANDŽUKIĆ,4.0,27.0,1.0,2.0,0.0,19293.0,2,Croácia
17   MANDŽUKIĆ,4.0,27.0,1.0,2.0,0.0,19293.0,2,Croácia
17   MBIA,4.0,122.0,13.0,2.0,0.0,31501.0,3,Camarões
17   MBIA,4.0,122.0,13.0,2.0,0.0,31501.0,3,Camarões
17   MBIA,4.0,122.0,13.0,2.0,0.0,31501.0,3,Camarões
17   MCKAY,1.0,85.0,12.0,1.0,0.0,25971.0,2,Austrália
17   MCKAY,1.0,85.0,12.0,1.0,0.0,25971.0,2,Austrália
17   MEDEL,1.0,281.0,36.0,7.0,0.0,39330.0,4,Chile
17   MEDEL,1.0,281.0,36.0,7.0,0.0,39330.0,4,Chile
17   MEDEL,1.0,281.0,36.0,7.0,0.0,39330.0,4,Chile
17   MEDEL,1.0,281.0,36.0,7.0,0.0,39330.0,4,Chile
17   MERTESACKER,0.0,204.0,17.0,1.0,0.0,28295.0,3,Alemanha
17   MERTESACKER,0.0,204.0,17.0,1.0,0.0,28295.0,3,Alemanha
17   MERTESACKER,0.0,204.0,17.0,1.0,0.0,28295.0,3,Alemanha
17   MILNER,0.0,21.0,5.0,1.0,0.0,8792.0,1,Inglaterra
17   NAJAR,1.0,15.0,0.0,1.0,0.0,8378.0,2,Honduras
17   NAJAR,1.0,15.0,0.0,1.0,0.0,8378.0,2,Honduras
17   NANI,12.0,110.0,13.0,5.0,0.0,32264.0,3,Portugal
17   NANI,12.0,110.0,13.0,5.0,0.0,32264.0,3,Portugal
17   NANI,12.0,110.0,13.0,5.0,0.0,32264.0,3,Portugal
17   ONAZI,11.0,169.0,24.0,14.0,0.0,30381.0,3,Nigéria
17   ONAZI,11.0,169.0,24.0,14.0,0.0,30381.0,3,Nigéria
17   ONAZI,11.0,169.0,24.0,14.0,0.0,30381.0,3,Nigéria
17   ORIGI,6.0,17.0,1.0,1.0,0.0,13051.0,3,Bélgica
17   ORIGI,6.0,17.0,1.0,1.0,0.0,13051.0,3,Bélgica
17   ORIGI,6.0,17.0,1.0,1.0,0.0,13051.0,3,Bélgica
17   RABIU,0.0,77.0,11.0,3.0,0.0,29408.0,3,Gana
17   RABIU,0.0,77.0,11.0,3.0,0.0,29408.0,3,Gana
17   RABIU,0.0,77.0,11.0,3.0,0.0,29408.0,3,Gana
17   S. AURIER,3.0,118.0,14.0,10.0,0.0,28771.0,3,Costa do Marfim
17   S. AURIER,3.0,118.0,14.0,10.0,0.0,28771.0,3,Costa do Marfim
17   S. AURIER,3.0,118.0,14.0,10.0,0.0,28771.0,3,Costa do Marfim
17   SHATOV,2.0,70.0,11.0,1.0,0.0,27743.0,3,Rússia
17   SHATOV,2.0,70.0,11.0,1.0,0.0,27743.0,3,Rússia
17   SHATOV,2.0,70.0,11.0,1.0,0.0,27743.0,3,Rússia
17   TEJEDA Y.,0.0,105.0,15.0,15.0,0.0,29443.0,3,Costa Rica
17   TEJEDA Y.,0.0,105.0,15.0,15.0,0.0,29443.0,3,Costa Rica
17   TEJEDA Y.,0.0,105.0,15.0,15.0,0.0,29443.0,3,Costa Rica
18   A. GUARDADO,6.0,85.0,8.0,3.0,0.0,29775.0,3,México
18   A. GUARDADO,6.0,85.0,8.0,3.0,0.0,29775.0,3,México
18   A. GUARDADO,6.0,85.0,8.0,3.0,0.0,29775.0,3,México
18   BABATUNDE,2.0,37.0,6.0,5.0,0.0,17542.0,2,Nigéria
18   BABATUNDE,2.0,37.0,6.0,5.0,0.0,17542.0,2,Nigéria
18   C. ZUÑIGA,2.0,121.0,16.0,4.0,0.0,27288.0,3,Colômbia
18   C. ZUÑIGA,2.0,121.0,16.0,4.0,0.0,27288.0,3,Colômbia
18   C. ZUÑIGA,2.0,121.0,16.0,4.0,0.0,27288.0,3,Colômbia
18   DJABOU,3.0,34.0,6.0,3.0,0.0,16081.0,2,Argélia
18   DJABOU,3.0,34.0,6.0,3.0,0.0,16081.0,2,Argélia
18   DJAKPA,0.0,9.0,1.0,0.0,0.0,2015.0,1,Costa do Marfim
18   ENOH,5.0,73.0,9.0,9.0,0.0,31755.0,3,Camarões
18   ENOH,5.0,73.0,9.0,9.0,0.0,31755.0,3,Camarões
18   ENOH,5.0,73.0,9.0,9.0,0.0,31755.0,3,Camarões
18   FER,1.0,6.0,1.0,1.0,0.0,1979.0,1,Holanda
18   FETFATZIDIS,0.0,19.0,6.0,3.0,0.0,8997.0,2,Grécia
18   FETFATZIDIS,0.0,19.0,6.0,3.0,0.0,8997.0,2,Grécia
18   G. RAMIREZ,1.0,32.0,2.0,1.0,0.0,7301.0,2,Uruguai
18   G. RAMIREZ,1.0,32.0,2.0,1.0,0.0,7301.0,2,Uruguai
18   HERNANES,0.0,5.0,1.0,0.0,0.0,3420.0,1,Brasil
18   JARA,1.0,217.0,22.0,6.0,0.0,43673.0,4,Chile
18   JARA,1.0,217.0,22.0,6.0,0.0,43673.0,4,Chile
18   JARA,1.0,217.0,22.0,6.0,0.0,43673.0,4,Chile
18   JARA,1.0,217.0,22.0,6.0,0.0,43673.0,4,Chile
18   JORDI ALBA,3.0,194.0,25.0,0.0,0.0,31809.0,3,Espanha
18   JORDI ALBA,3.0,194.0,25.0,0.0,0.0,31809.0,3,Espanha
18   JORDI ALBA,3.0,194.0,25.0,0.0,0.0,31809.0,3,Espanha
18   KROOS,6.0,260.0,6.0,5.0,0.0,34400.0,3,Alemanha
18   KROOS,6.0,260.0,6.0,5.0,0.0,34400.0,3,Alemanha
18   KROOS,6.0,260.0,6.0,5.0,0.0,34400.0,3,Alemanha
18   LAMBERT,0.0,0.0,0.0,0.0,0.0,803.0,1,Inglaterra
18   LOMBAERTS,0.0,30.0,4.0,0.0,0.0,10122.0,1,Bélgica
18   MEDUNJANIN,2.0,86.0,7.0,1.0,0.0,9946.0,2,Bósnia e Herzegovina
18   MEDUNJANIN,2.0,86.0,7.0,1.0,0.0,9946.0,2,Bósnia e Herzegovina
18   MEHMEDI,5.0,80.0,8.0,2.0,0.0,26753.0,3,Suíça
18   MEHMEDI,5.0,80.0,8.0,2.0,0.0,26753.0,3,Suíça
18   MEHMEDI,5.0,80.0,8.0,2.0,0.0,26753.0,3,Suíça
18   OLIĆ,5.0,38.0,9.0,10.0,0.0,28619.0,3,Croácia
18   OLIĆ,5.0,38.0,9.0,10.0,0.0,28619.0,3,Croácia
18   OLIĆ,5.0,38.0,9.0,10.0,0.0,28619.0,3,Croácia
18   OSAKO,3.0,19.0,0.0,0.0,0.0,13681.0,2,Japão
18   OSAKO,3.0,19.0,0.0,0.0,0.0,13681.0,2,Japão
18   PALACIO,1.0,3.0,0.0,0.0,0.0,2147.0,1,Argentina
18   PAROLO,1.0,18.0,4.0,0.0,0.0,8062.0,2,Itália
18   PAROLO,1.0,18.0,4.0,0.0,0.0,8062.0,2,Itália
18   S W KIM,2.0,17.0,1.0,0.0,0.0,11629.0,2,Coreia do Sul
18   S W KIM,2.0,17.0,1.0,0.0,0.0,11629.0,2,Coreia do Sul
18   SISSOKO,3.0,87.0,7.0,2.0,0.0,25571.0,3,França
18   SISSOKO,3.0,87.0,7.0,2.0,0.0,25571.0,3,França
18   SISSOKO,3.0,87.0,7.0,2.0,0.0,25571.0,3,França
18   VALLADARES,0.0,57.0,0.0,0.0,11.0,10028.0,3,Honduras
18   VALLADARES,0.0,57.0,0.0,0.0,11.0,10028.0,3,Honduras
18   VALLADARES,0.0,57.0,0.0,0.0,11.0,10028.0,3,Honduras
18   VARELA,3.0,20.0,2.0,0.0,0.0,6858.0,2,Portugal
18   VARELA,3.0,20.0,2.0,0.0,0.0,6858.0,2,Portugal
18   WARIS,1.0,14.0,3.0,0.0,0.0,8083.0,1,Gana
18   WONDOLOWSKI,0.0,4.0,0.0,0.0,0.0,1301.0,1,EUA
18   ZHIRKOV,1.0,18.0,2.0,0.0,0.0,8370.0,1,Rússia
19   A. ALMEIDA,0.0,36.0,4.0,1.0,0.0,8226.0,2,Portugal
19   A. ALMEIDA,0.0,36.0,4.0,1.0,0.0,8226.0,2,Portugal
19   ALVAREZ,0.0,11.0,1.0,0.0,0.0,3723.0,1,Argentina
19   BONUCCI,0.0,47.0,6.0,1.0,0.0,9220.0,1,Itália
19   D W JI,2.0,12.0,0.0,0.0,0.0,4916.0,2,Coreia do Sul
19   D W JI,2.0,12.0,0.0,0.0,0.0,4916.0,2,Coreia do Sul
19   DEMBELE,1.0,81.0,7.0,2.0,0.0,18101.0,2,Bélgica
19   DEMBELE,1.0,81.0,7.0,2.0,0.0,18101.0,2,Bélgica
19   DIEGO COSTA,4.0,22.0,0.0,0.0,0.0,12869.0,2,Espanha
19   DIEGO COSTA,4.0,22.0,0.0,0.0,0.0,12869.0,2,Espanha
19   DRMIC,3.0,25.0,0.0,0.0,0.0,20112.0,3,Suíça
19   DRMIC,3.0,25.0,0.0,0.0,0.0,20112.0,3,Suíça
19   DRMIC,3.0,25.0,0.0,0.0,0.0,20112.0,3,Suíça
19   GARRIDO,0.0,55.0,12.0,7.0,0.0,20126.0,2,Honduras
19   GARRIDO,0.0,55.0,12.0,7.0,0.0,20126.0,2,Honduras
19   GÖTZE,6.0,76.0,5.0,4.0,0.0,23164.0,3,Alemanha
19   GÖTZE,6.0,76.0,5.0,4.0,0.0,23164.0,3,Alemanha
19   GÖTZE,6.0,76.0,5.0,4.0,0.0,23164.0,3,Alemanha
19   JONATHAN,3.0,122.0,22.0,5.0,0.0,29725.0,3,Gana
19   JONATHAN,3.0,122.0,22.0,5.0,0.0,29725.0,3,Gana
19   JONATHAN,3.0,122.0,22.0,5.0,0.0,29725.0,3,Gana
19   MCGOWAN,0.0,90.0,10.0,11.0,0.0,24381.0,3,Austrália
19   MCGOWAN,0.0,90.0,10.0,11.0,0.0,24381.0,3,Austrália
19   MCGOWAN,0.0,90.0,10.0,11.0,0.0,24381.0,3,Austrália
19   MILLER R.,0.0,28.0,6.0,3.0,0.0,9702.0,1,Costa Rica
19   NWOFOR,0.0,3.0,0.0,0.0,0.0,1528.0,1,Nigéria
19   O. PERALTA,4.0,44.0,4.0,6.0,0.0,22559.0,3,México
19   O. PERALTA,4.0,44.0,4.0,6.0,0.0,22559.0,3,México
19   O. PERALTA,4.0,44.0,4.0,6.0,0.0,22559.0,3,México
19   POGBA,7.0,120.0,3.0,2.0,0.0,21521.0,3,França
19   POGBA,7.0,120.0,3.0,2.0,0.0,21521.0,3,França
19   POGBA,7.0,120.0,3.0,2.0,0.0,21521.0,3,França
19   RAMOS,2.0,23.0,0.0,1.0,0.0,10604.0,2,Colômbia
19   RAMOS,2.0,23.0,0.0,1.0,0.0,10604.0,2,Colômbia
19   S. COATES,0.0,2.0,1.0,0.0,0.0,820.0,1,Uruguai
19   SAMEDOV,2.0,100.0,8.0,1.0,0.0,33272.0,3,Rússia
19   SAMEDOV,2.0,100.0,8.0,1.0,0.0,33272.0,3,Rússia
19   SAMEDOV,2.0,100.0,8.0,1.0,0.0,33272.0,3,Rússia
19   SAMMIR,2.0,23.0,1.0,3.0,0.0,8215.0,1,Croácia
19   SOKRATIS,0.0,67.0,13.0,4.0,0.0,25805.0,3,Grécia
19   SOKRATIS,0.0,67.0,13.0,4.0,0.0,25805.0,3,Grécia
19   SOKRATIS,0.0,67.0,13.0,4.0,0.0,25805.0,3,Grécia
19   STERLING,4.0,60.0,0.0,3.0,0.0,20915.0,3,Inglaterra
19   STERLING,4.0,60.0,0.0,3.0,0.0,20915.0,3,Inglaterra
19   STERLING,4.0,60.0,0.0,3.0,0.0,20915.0,3,Inglaterra
19   TAIDER,0.0,21.0,4.0,3.0,0.0,12735.0,1,Argélia
19   TOURE YAYA,9.0,137.0,8.0,2.0,0.0,29605.0,3,Costa do Marfim
19   TOURE YAYA,9.0,137.0,8.0,2.0,0.0,29605.0,3,Costa do Marfim
19   TOURE YAYA,9.0,137.0,8.0,2.0,0.0,29605.0,3,Costa do Marfim
19   VIŠĆA,3.0,5.0,0.0,0.0,0.0,4107.0,2,Bósnia e Herzegovina
19   VIŠĆA,3.0,5.0,0.0,0.0,0.0,4107.0,2,Bósnia e Herzegovina
19   WILLIAN,1.0,21.0,3.0,0.0,0.0,5534.0,3,Brasil
19   WILLIAN,1.0,21.0,3.0,0.0,0.0,5534.0,3,Brasil
19   WILLIAN,1.0,21.0,3.0,0.0,0.0,5534.0,3,Brasil
19   ZUSI,1.0,71.0,5.0,5.0,0.0,24287.0,3,EUA
19   ZUSI,1.0,71.0,5.0,5.0,0.0,24287.0,3,EUA
19   ZUSI,1.0,71.0,5.0,5.0,0.0,24287.0,3,EUA
1   AKINFEEV,0.0,56.0,0.0,0.0,10.0,10138.0,3,Rússia
1   AKINFEEV,0.0,56.0,0.0,0.0,10.0,10138.0,3,Rússia
1   AKINFEEV,0.0,56.0,0.0,0.0,10.0,10138.0,3,Rússia
1   BARRY COPA,0.0,58.0,0.0,0.0,8.0,7163.0,3,Costa do Marfim
1   BARRY COPA,0.0,58.0,0.0,0.0,8.0,7163.0,3,Costa do Marfim
1   BARRY COPA,0.0,58.0,0.0,0.0,8.0,7163.0,3,Costa do Marfim
1   BEGOVIĆ,0.0,53.0,0.0,0.0,13.0,14801.0,3,Bósnia e Herzegovina
1   BEGOVIĆ,0.0,53.0,0.0,0.0,13.0,14801.0,3,Bósnia e Herzegovina
1   BEGOVIĆ,0.0,53.0,0.0,0.0,13.0,14801.0,3,Bósnia e Herzegovina
1   BENAGLIO,0.0,53.0,0.0,1.0,14.0,14871.0,3,Suíça
1   BENAGLIO,0.0,53.0,0.0,1.0,14.0,14871.0,3,Suíça
1   BENAGLIO,0.0,53.0,0.0,1.0,14.0,14871.0,3,Suíça
1   BUFFON,0.0,56.0,0.0,0.0,8.0,10538.0,2,Itália
1   BUFFON,0.0,56.0,0.0,0.0,8.0,10538.0,2,Itália
1   C. BRAVO,0.0,116.0,0.0,0.0,18.0,23362.0,4,Chile
1   C. BRAVO,0.0,116.0,0.0,0.0,18.0,23362.0,4,Chile
1   C. BRAVO,0.0,116.0,0.0,0.0,18.0,23362.0,4,Chile
1   C. BRAVO,0.0,116.0,0.0,0.0,18.0,23362.0,4,Chile
1   CILLESSEN,0.0,67.0,0.0,0.0,6.0,14552.0,3,Holanda
1   CILLESSEN,0.0,67.0,0.0,0.0,6.0,14552.0,3,Holanda
1   CILLESSEN,0.0,67.0,0.0,0.0,6.0,14552.0,3,Holanda
1   COURTOIS,0.0,50.0,0.0,0.0,8.0,11697.0,3,Bélgica
1   COURTOIS,0.0,50.0,0.0,0.0,8.0,11697.0,3,Bélgica
1   COURTOIS,0.0,50.0,0.0,0.0,8.0,11697.0,3,Bélgica
1   EDUARDO,0.0,1.0,0.0,0.0,0.0,410.0,1,Portugal
1   ENYEAMA,0.0,61.0,0.0,0.0,17.0,9756.0,3,Nigéria
1   ENYEAMA,0.0,61.0,0.0,0.0,17.0,9756.0,3,Nigéria
1   ENYEAMA,0.0,61.0,0.0,0.0,17.0,9756.0,3,Nigéria
1   F. MUSLERA,0.0,52.0,0.0,0.0,10.0,12596.0,4,Uruguai
1   F. MUSLERA,0.0,52.0,0.0,0.0,10.0,12596.0,4,Uruguai
1   F. MUSLERA,0.0,52.0,0.0,0.0,10.0,12596.0,4,Uruguai
1   F. MUSLERA,0.0,52.0,0.0,0.0,10.0,12596.0,4,Uruguai
1   HART,0.0,40.0,0.0,0.0,4.0,8077.0,2,Inglaterra
1   HART,0.0,40.0,0.0,0.0,4.0,8077.0,2,Inglaterra
1   HOWARD,0.0,91.0,0.0,0.0,12.0,12709.0,3,EUA
1   HOWARD,0.0,91.0,0.0,0.0,12.0,12709.0,3,EUA
1   HOWARD,0.0,91.0,0.0,0.0,12.0,12709.0,3,EUA
1   I. CASILLAS,0.0,35.0,0.0,0.0,7.0,6244.0,2,Espanha
1   I. CASILLAS,0.0,35.0,0.0,0.0,7.0,6244.0,2,Espanha
1   KARNEZIS,0.0,32.0,0.0,0.0,8.0,11214.0,3,Grécia
1   KARNEZIS,0.0,32.0,0.0,0.0,8.0,11214.0,3,Grécia
1   KARNEZIS,0.0,32.0,0.0,0.0,8.0,11214.0,3,Grécia
1   KAWASHIMA,0.0,65.0,0.0,0.0,8.0,10798.0,3,Japão
1   KAWASHIMA,0.0,65.0,0.0,0.0,8.0,10798.0,3,Japão
1   KAWASHIMA,0.0,65.0,0.0,0.0,8.0,10798.0,3,Japão
1   LLORIS,0.0,64.0,0.0,0.0,6.0,13975.0,3,França
1   LLORIS,0.0,64.0,0.0,0.0,6.0,13975.0,3,França
1   LLORIS,0.0,64.0,0.0,0.0,6.0,13975.0,3,França
1   NAVAS K.,0.0,50.0,0.0,0.0,7.0,13499.0,3,Costa Rica
1   NAVAS K.,0.0,50.0,0.0,0.0,7.0,13499.0,3,Costa Rica
1   NAVAS K.,0.0,50.0,0.0,0.0,7.0,13499.0,3,Costa Rica
1   NEUER,0.0,90.0,0.0,0.0,9.0,14843.0,3,Alemanha
1   NEUER,0.0,90.0,0.0,0.0,9.0,14843.0,3,Alemanha
1   NEUER,0.0,90.0,0.0,0.0,9.0,14843.0,3,Alemanha
1   OSPINA,0.0,76.0,0.0,1.0,18.0,15598.0,4,Colômbia
1   OSPINA,0.0,76.0,0.0,1.0,18.0,15598.0,4,Colômbia
1   OSPINA,0.0,76.0,0.0,1.0,18.0,15598.0,4,Colômbia
1   OSPINA,0.0,76.0,0.0,1.0,18.0,15598.0,4,Colômbia
1   PLETIKOSA,0.0,60.0,0.0,0.0,5.0,9761.0,3,Croácia
1   PLETIKOSA,0.0,60.0,0.0,0.0,5.0,9761.0,3,Croácia
1   PLETIKOSA,0.0,60.0,0.0,0.0,5.0,9761.0,3,Croácia
1   ROMERO,0.0,52.0,0.0,0.0,9.0,9281.0,3,Argentina
1   ROMERO,0.0,52.0,0.0,0.0,9.0,9281.0,3,Argentina
1   ROMERO,0.0,52.0,0.0,0.0,9.0,9281.0,3,Argentina
1   RYAN,0.0,105.0,0.0,0.0,11.0,18494.0,3,Austrália
1   RYAN,0.0,105.0,0.0,0.0,11.0,18494.0,3,Austrália
1   RYAN,0.0,105.0,0.0,0.0,11.0,18494.0,3,Austrália
1   S R JUNG,0.0,22.0,0.0,0.0,5.0,7428.0,2,Coreia do Sul
1   S R JUNG,0.0,22.0,0.0,0.0,5.0,7428.0,2,Coreia do Sul
20   A. GONZALEZ,3.0,87.0,12.0,7.0,0.0,32148.0,4,Uruguai
20   A. GONZALEZ,3.0,87.0,12.0,7.0,0.0,32148.0,4,Uruguai
20   A. GONZALEZ,3.0,87.0,12.0,7.0,0.0,32148.0,4,Uruguai
20   A. GONZALEZ,3.0,87.0,12.0,7.0,0.0,32148.0,4,Uruguai
20   AGUERO,5.0,26.0,1.0,0.0,0.0,19534.0,3,Argentina
20   AGUERO,5.0,26.0,1.0,0.0,0.0,19534.0,3,Argentina
20   AGUERO,5.0,26.0,1.0,0.0,0.0,19534.0,3,Argentina
20   BERNARD,0.0,23.0,1.0,0.0,0.0,8381.0,2,Brasil
20   BERNARD,0.0,23.0,1.0,0.0,0.0,8381.0,2,Brasil
20   BOATENG,0.0,121.0,12.0,3.0,0.0,25088.0,3,Alemanha
20   BOATENG,0.0,121.0,12.0,3.0,0.0,25088.0,3,Alemanha
20   BOATENG,0.0,121.0,12.0,3.0,0.0,25088.0,3,Alemanha
20   CAMERON,0.0,56.0,14.0,1.0,0.0,20111.0,2,EUA
20   CAMERON,0.0,56.0,14.0,1.0,0.0,20111.0,2,EUA
20   CH. ARÁNGUIZ,4.0,133.0,15.0,9.0,0.0,47041.0,4,Chile
20   CH. ARÁNGUIZ,4.0,133.0,15.0,9.0,0.0,47041.0,4,Chile
20   CH. ARÁNGUIZ,4.0,133.0,15.0,9.0,0.0,47041.0,4,Chile
20   CH. ARÁNGUIZ,4.0,133.0,15.0,9.0,0.0,47041.0,4,Chile
20   CHOLEVAS,3.0,77.0,12.0,7.0,0.0,28359.0,3,Grécia
