codigo,altura,ano_nascimento,nome,peso,posicao,time,assistencias,bloqueios,carrinhos,chutes_certos,chutes_total,cruzamentos,faltas_cometidas,faltas_sofridas,gols,impedimentos,passes,roubadas,titular,banco,saiu,entrou,amarelo,vermelho
348765,1.86,"10 October, 1986",Ezequiel Garay,85,Defender,Argentina,0,2,2,0,3,1,2,1,0,0,136,18,3.0,0.0,0.0,0.0,0.0,0.0
348767,1.69,"24 June, 1987",Lionel Messi,67,Forward,Argentina,0,0,1,7,13,6,1,5,4,1,118,5,3.0,0.0,1.0,0.0,0.0,0.0
348781,1.92,"2 February, 1987",Gerard Piqué,85,Defender,Espanha,0,1,1,0,0,1,1,1,0,0,53,3,1.0,2.0,0.0,0.0,0.0,0.0
348798,1.70,"8 January, 1986",David Silva,67,Midfielder,Espanha,0,3,3,2,3,1,0,5,0,1,100,12,2.0,1.0,1.0,1.0,0.0,0.0
348840,1.90,"2 September, 1988",Javi Martínez,81,Midfielder,Espanha,0,0,1,0,0,0,1,1,0,0,45,6,1.0,2.0,0.0,0.0,0.0,0.0
348894,1.83,"16 May, 1981",Ricardo Costa,80,Defender,Portugal,0,4,2,0,0,0,3,2,0,0,67,13,1.0,2.0,0.0,1.0,0.0,0.0
348901,1.91,"21 June, 1971",Faryd Mondragón,94,Goalkeeper,Colômbia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,1.0,0.0,0.0
348907,1.93,"8 January, 1979",Stipe Pletikosa,83,Goalkeeper,Croácia,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
348910,1.86,"14 July, 1979",Sergey Ignashevich,75,Defender,Rússia,0,3,3,1,2,0,2,3,0,0,151,24,3.0,0.0,0.0,0.0,0.0,0.0
348947,1.83,"21 June, 1979",Kostas Katsouranis,81,Midfielder,Grécia,0,1,4,0,0,0,4,1,0,0,66,9,2.0,0.0,0.0,0.0,0.0,1.0
348949,1.85,"8 April, 1986",Igor Akinfeev,71,Goalkeeper,Rússia,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
348951,1.82,"1 May, 1982",Darijo Srna,72,Defender,Croácia,0,3,5,2,4,10,4,3,0,0,96,19,3.0,0.0,0.0,0.0,0.0,0.0
348958,1.79,"4 May, 1985",Fernandinho,67,Midfielder,Brasil,0,1,2,1,1,0,2,2,1,1,22,4,0.0,2.0,0.0,1.0,0.0,0.0
348978,1.81,"11 May, 1986",Miguel Veloso,78,Midfielder,Portugal,0,4,2,2,2,16,1,3,0,0,124,19,3.0,0.0,1.0,0.0,0.0,0.0
348981,1.70,"8 September, 1986",Joao Joao Moutinho,61,Midfielder,Portugal,0,2,4,0,2,4,6,5,0,0,185,15,3.0,0.0,0.0,0.0,1.0,0.0
348983,1.75,"17 November, 1986",Nani,66,Forward,Portugal,0,3,5,6,12,13,5,2,1,0,104,13,3.0,0.0,0.0,0.0,0.0,0.0
349032,1.88,"20 June, 1982",Vasily Berezutskiy,83,Defender,Rússia,0,3,1,0,1,1,1,1,0,0,163,20,3.0,0.0,0.0,0.0,0.0,0.0
349037,1.80,"20 August, 1983",Yury Zhirkov,75,Forward,Rússia,0,1,0,0,1,1,0,0,0,0,18,2,1.0,2.0,1.0,0.0,0.0,0.0
349048,1.86,"26 February, 1983",Pepe,81,Defender,Portugal,0,1,2,0,0,0,4,3,0,0,57,22,2.0,0.0,0.0,0.0,0.0,1.0
349050,1.87,"27 November, 1981",Bruno Alves,80,Defender,Portugal,0,3,5,0,0,0,5,1,0,0,117,34,3.0,0.0,0.0,0.0,0.0,0.0
349054,1.79,"17 March, 1983",Raul Meireles,78,Midfielder,Portugal,0,4,2,1,2,1,2,0,0,0,75,12,2.0,1.0,1.0,0.0,0.0,0.0
349060,1.70,"24 January, 1986",Vieirinha,73,Forward,Portugal,0,0,1,0,0,4,1,0,0,0,8,3,0.0,3.0,0.0,1.0,0.0,0.0
349077,1.93,"26 August, 1981",Vangelis Moras,78,Defender,Grécia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
349081,1.86,"9 June, 1988",Sokratis Papastathopoulos,85,Defender,Grécia,0,3,2,0,0,1,4,4,0,0,63,21,3.0,0.0,0.0,0.0,0.0,0.0
349157,1.77,"19 November, 1984",Jorge Fucile,77,Defender,Uruguai,0,0,1,0,0,0,1,0,0,0,1,0,0.0,3.0,0.0,1.0,0.0,0.0
349158,1.84,"26 July, 1987",Panagiotis Koné,74,Midfielder,Grécia,0,0,3,2,5,5,2,5,0,0,34,5,3.0,0.0,3.0,0.0,0.0,0.0
349238,1.88,"2 November, 1980",Diego Lugano,83,Defender,Uruguai,0,0,1,0,0,1,1,3,0,0,32,4,1.0,0.0,0.0,0.0,1.0,0.0
349387,1.84,"5 February, 1981",Loukas Vyntra,76,Defender,Grécia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
349396,1.90,"13 February, 1985",Alexandros Tziolis,84,Midfielder,Grécia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
349417,1.71,"18 August, 1981",Dimitrios Salpingidis,74,Forward,Grécia,0,0,3,2,2,7,3,5,0,2,29,5,2.0,1.0,1.0,1.0,1.0,0.0
349443,1.83,"17 December, 1988",Yann Sommer,79,Goalkeeper,Suíça,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
349448,1.84,"10 March, 1988",Ivan Rakitic,76,Midfielder,Croácia,1,4,7,1,2,4,5,0,0,0,149,30,3.0,0.0,0.0,0.0,1.0,0.0
349453,1.87,"19 September, 1982",Eduardo,84,Goalkeeper,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,1.0,0.0,0.0
349901,1.77,"3 July, 1988",James Troisi,81,Midfielder,Austrália,0,0,1,0,1,1,1,1,0,0,15,2,0.0,3.0,0.0,2.0,0.0,0.0
350484,1.88,"27 September, 1986",Stephane Ruffier,90,Goalkeeper,França,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
351086,1.92,"16 December, 1988",Mats Hummels,90,Defender,Alemanha,0,3,6,1,1,0,3,1,1,0,172,34,3.0,0.0,1.0,0.0,0.0,0.0
351268,1.82,"2 August, 1982",Hélder Postiga,76,Forward,Portugal,0,0,0,0,0,0,0,0,0,0,3,0,1.0,1.0,1.0,0.0,0.0,0.0
351270,1.83,"14 September, 1979",Ivica Olic,85,Forward,Croácia,0,1,10,3,5,12,6,0,1,0,38,11,3.0,0.0,2.0,0.0,0.0,0.0
351427,1.81,"20 September, 1987",Reza Ghoochannejhad,76,Forward,Irã,0,0,4,6,10,3,17,10,1,3,38,5,3.0,0.0,0.0,0.0,0.0,0.0
353049,1.76,"6 March, 1977",Giorgos Karagounis,74,Midfielder,Grécia,0,0,5,2,3,5,2,5,0,0,40,4,1.0,0.0,1.0,2.0,0.0,0.0
353505,2.01,"17 March, 1988",Fraser Forster,76,Goalkeeper,Inglaterra,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
353630,1.82,"2 December, 1989",Matteo Darmian,70,Defender,Itália,0,1,4,2,3,5,4,4,0,1,102,10,3.0,0.0,0.0,0.0,0.0,0.0
356019,1.84,"10 December, 1987",Gonzalo Higuaín,82,Forward,Argentina,1,2,0,2,4,2,2,0,0,0,53,2,2.0,1.0,1.0,1.0,0.0,0.0
356026,1.74,"12 May, 1988",Marcelo,75,Defender,Brasil,1,4,6,1,2,8,2,6,0,0,140,23,3.0,0.0,0.0,0.0,0.0,0.0
357416,1.88,"27 June, 1988",Matthew Spiranovic,87,Defender,Austrália,0,5,1,1,2,0,5,3,0,0,116,17,3.0,0.0,0.0,0.0,1.0,0.0
358760,1.78,"28 January, 1980",Yasuhito Endo,75,Midfielder,Japão,0,0,3,2,2,3,2,0,0,0,76,2,0.0,2.0,0.0,2.0,0.0,0.0
358846,1.78,"17 May, 1984",Christian Bolanos,67,Midfielder,Costa Rica,1,0,3,3,3,6,10,3,0,1,61,5,2.0,1.0,1.0,1.0,0.0,0.0
358879,1.84,"2 May, 1983",Maynor Figueroa,82,Defender,Honduras,0,8,6,1,5,0,8,5,0,0,130,31,3.0,0.0,0.0,0.0,0.0,0.0
358890,1.81,"29 July, 1984",Wilson Palacios,71,Midfielder,Honduras,0,3,2,1,2,0,3,8,0,0,92,13,2.0,0.0,0.0,0.0,0.0,1.0
358942,1.89,"24 November, 1984",Roy Miller,77,Defender,Costa Rica,0,0,2,0,0,0,2,1,0,0,28,11,1.0,2.0,0.0,0.0,0.0,0.0
358943,1.70,"13 August, 1983",Randall Brenes,72,Forward,Costa Rica,0,1,1,1,2,1,2,0,0,2,16,2,1.0,1.0,1.0,1.0,0.0,0.0
358947,1.76,"4 September, 1984",Boniek García,72,Midfielder,Honduras,0,0,2,2,2,4,2,9,0,0,69,4,2.0,1.0,2.0,0.0,1.0,0.0
359225,1.68,"30 December, 1986",Marcelo Díaz,67,Midfielder,Chile,0,0,5,1,2,4,5,1,0,0,147,13,3.0,0.0,0.0,0.0,0.0,0.0
359237,1.87,"25 March, 1983",Martín Silva,80,Goalkeeper,Uruguai,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
359240,1.75,"29 October, 1984",Álvaro González,72,Midfielder,Uruguai,0,2,6,2,2,4,4,2,0,0,64,16,2.0,1.0,1.0,0.0,0.0,0.0
359247,1.73,"8 June, 1984",Maximiliano Maxi Pereira,70,Defender,Uruguai,0,0,0,0,0,2,2,2,0,0,38,8,1.0,0.0,0.0,0.0,0.0,1.0
359280,1.80,"29 May, 1985",Hernanes,76,Midfielder,Brasil,0,0,0,0,0,1,0,1,0,0,5,3,0.0,3.0,0.0,1.0,0.0,0.0
359475,1.85,"16 February, 1986",Diego Godín,78,Defender,Uruguai,0,2,6,1,1,0,5,5,1,1,71,15,3.0,0.0,0.0,0.0,1.0,0.0
359565,1.82,"17 January, 1988",Héctor Moreno,80,Defender,México,0,7,4,0,0,1,3,1,0,0,114,13,3.0,0.0,0.0,0.0,1.0,0.0
359610,1.78,"22 May, 1987",Arturo Vidal,75,Midfielder,Chile,0,0,3,0,1,1,6,3,0,0,66,11,2.0,1.0,2.0,0.0,1.0,0.0
359665,1.95,"21 January, 1983",Victor,84,Goalkeeper,Brasil,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
359808,1.70,"22 February, 1985",Jose Fuenzalida,67,Midfielder,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
359932,1.77,"12 June, 1988",Mauricio Isla,72,Defender,Chile,0,9,3,1,2,1,3,5,0,1,146,15,3.0,0.0,0.0,0.0,0.0,0.0
359948,1.78,"14 February, 1988",Ángel Di María,70,Midfielder,Argentina,0,1,1,8,10,25,1,4,0,0,155,15,3.0,0.0,0.0,0.0,0.0,0.0
360028,1.78,"23 April, 1987",Sammir,77,Midfielder,Croácia,0,0,3,1,2,0,2,1,0,0,23,3,1.0,2.0,1.0,0.0,0.0,0.0
360044,1.77,"25 February, 1983",Eduardo,72,Forward,Croácia,0,0,1,1,1,0,0,0,0,1,8,1,0.0,3.0,0.0,1.0,1.0,0.0
360062,1.79,"12 April, 1986",Blerim Dzemaili,73,Midfielder,Suíça,0,0,3,1,2,0,3,1,1,0,41,1,0.0,3.0,0.0,2.0,0.0,0.0
360063,1.73,"9 September, 1985",Luka Modric,65,Midfielder,Croácia,0,2,4,2,2,5,2,7,0,0,135,20,3.0,0.0,0.0,0.0,0.0,0.0
360095,1.85,"6 September, 1981",Amir Hossein Sadeghi,78,Defender,Irã,0,2,1,0,0,0,2,1,0,0,51,15,3.0,0.0,0.0,0.0,0.0,0.0
360304,1.90,"28 January, 1978",Gianluigi Buffon,83,Goalkeeper,Itália,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0
362160,1.78,"4 August, 1985",Mark Milligan,78,Midfielder,Austrália,0,1,4,1,1,0,2,0,0,0,26,2,1.0,1.0,0.0,0.0,1.0,0.0
363468,1.79,"28 September, 1981",Jorge Guagua,75,Defender,Equador,0,3,3,0,0,1,3,3,0,0,58,12,3.0,0.0,0.0,0.0,0.0,0.0
363473,1.73,"11 August, 1979",Walter Ayoví,68,Midfielder,Equador,2,4,1,1,3,10,4,1,0,0,128,21,3.0,0.0,0.0,0.0,0.0,0.0
363537,1.78,"3 May, 1977",Noel Valladares,80,Goalkeeper,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0
363591,1.77,"10 May, 1986",Emilio Izaguirre,77,Midfielder,Honduras,0,0,2,0,0,2,2,0,0,0,44,7,2.0,1.0,1.0,0.0,0.0,0.0
364421,1.80,"18 January, 1984",Makoto Hasebe,65,Midfielder,Japão,0,0,1,1,2,0,3,5,0,0,118,16,3.0,0.0,2.0,0.0,1.0,0.0
367842,1.75,"27 November, 1982",Aleksandr Kerzhakov,76,Forward,Rússia,0,0,0,3,4,1,1,2,1,2,6,0,1.0,2.0,1.0,2.0,0.0,0.0
367870,1.86,"8 April, 1984",Austin Ejide,90,Goalkeeper,Nigéria,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
367871,1.85,"29 August, 1982",Vincent Enyeama,87,Goalkeeper,Nigéria,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0
368221,1.78,"26 January, 1981",José de Jesús Corona,82,Goalkeeper,México,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
368436,1.91,"20 October, 1981",Francisco Rodríguez,84,Defender,México,0,2,3,0,0,0,2,0,0,0,125,19,3.0,0.0,0.0,0.0,0.0,0.0
368530,1.81,"27 June, 1980",Hugo Campagnaro,85,Defender,Argentina,0,1,1,0,0,0,0,2,0,0,34,1,1.0,2.0,0.0,0.0,0.0,0.0
369575,1.77,"12 January, 1984",Oribe Peralta,68,Forward,México,1,1,5,2,4,1,6,2,1,3,42,3,3.0,0.0,3.0,0.0,0.0,0.0
370625,1.76,"4 June, 1984",Henri Bedimo,80,Defender,Camarões,0,0,1,0,0,1,1,2,0,1,36,8,1.0,2.0,0.0,0.0,0.0,0.0
370693,1.95,"8 September, 1983",Diego Benaglio,83,Goalkeeper,Suíça,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0
371070,1.71,"14 December, 1985",Juan Zuniga,72,Defender,Colômbia,0,4,1,0,0,0,2,5,0,0,64,12,2.0,1.0,0.0,0.0,0.0,0.0
371264,1.90,"26 July, 1981",Agustín Orión,83,Goalkeeper,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
371511,1.88,"18 September, 1982",Alfredo Talavera,86,Goalkeeper,México,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
372059,1.85,"13 July, 1985",Guillermo Ochoa,78,Goalkeeper,México,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
372134,1.73,"19 October, 1983",Jorge Valdivia,71,Midfielder,Chile,0,0,5,2,2,3,1,3,1,1,44,2,1.0,2.0,1.0,2.0,0.0,0.0
372141,1.79,"1 August, 1980",Esteban Paredes,78,Forward,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
372417,1.77,"22 February, 1986",Enzo Pérez,77,Midfielder,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
372472,1.77,"23 July, 1987",Alessio Cerci,78,Forward,Itália,0,0,0,0,0,1,0,0,0,2,4,0,0.0,3.0,0.0,0.0,0.0,0.0
372560,1.75,"20 October, 1983",Luis Saritama,76,Midfielder,Equador,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
372583,1.85,"12 September, 1983",Júnior Díaz,76,Defender,Costa Rica,1,7,8,0,0,7,5,8,0,0,104,22,3.0,0.0,0.0,0.0,0.0,0.0
372953,1.75,"5 February, 1982",Rodrigo Palacio,70,Forward,Argentina,0,0,0,1,1,2,0,0,0,0,3,0,0.0,3.0,0.0,0.0,0.0,0.0
372986,1.73,"3 May, 1985",Ezequiel Lavezzi,75,Forward,Argentina,1,0,0,1,1,6,1,3,0,0,27,3,0.0,3.0,0.0,2.0,0.0,0.0
373064,1.80,"12 November, 1986",Ignazio Abate,73,Defender,Itália,0,0,0,0,0,1,3,2,0,1,30,7,1.0,2.0,0.0,0.0,0.0,0.0
373065,1.92,"14 August, 1984",Giorgio Chiellini,76,Defender,Itália,0,5,9,0,1,0,1,9,0,0,187,34,3.0,0.0,0.0,0.0,0.0,0.0
373114,1.83,"26 July, 1983",Oswaldo Minda,78,Midfielder,Equador,0,3,3,0,0,0,2,0,0,0,63,13,2.0,1.0,1.0,0.0,0.0,0.0
373570,1.86,"12 October, 1986",Christian Stuani,76,Forward,Uruguai,0,0,3,0,0,1,5,2,0,0,25,6,1.0,2.0,0.0,2.0,0.0,0.0
373573,1.68,"23 July, 1984",Walter Gargano,65,Midfielder,Uruguai,0,0,1,0,0,0,2,0,0,0,36,5,1.0,2.0,0.0,0.0,1.0,0.0
373592,1.88,"3 April, 1984",José María Basanta,78,Defender,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
373844,1.92,"22 February, 1987",Sergio Romero,88,Goalkeeper,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0
373900,1.78,"11 February, 1986",Francisco Silva,80,Midfielder,Chile,0,0,4,0,0,0,5,6,0,0,91,20,2.0,1.0,1.0,0.0,0.0,0.0
373962,1.67,"28 September, 1986",Andrés Guardado,67,Defender,México,0,2,4,3,6,8,5,5,1,0,82,9,3.0,0.0,2.0,0.0,0.0,0.0
373972,1.82,"8 October, 1984",Sejad Salihovic,79,Midfielder,Bósnia,1,0,1,0,0,4,0,1,0,0,18,2,0.0,2.0,0.0,2.0,0.0,0.0
374090,1.78,"10 April, 1986",Fernando Gago,72,Midfielder,Argentina,0,0,4,0,0,2,2,5,0,0,220,13,2.0,1.0,0.0,0.0,0.0,0.0
374178,1.70,"9 June, 1982",Yoshito Okubo,73,Forward,Japão,0,0,3,4,9,2,4,7,0,0,50,1,2.0,1.0,0.0,1.0,0.0,0.0
374302,1.74,"2 November, 1986",Pablo Armero,81,Defender,Colômbia,0,2,2,1,1,4,4,2,1,1,69,20,3.0,0.0,2.0,0.0,0.0,0.0
374316,1.84,"22 January, 1986",Adrián Ramos,74,Forward,Colômbia,1,0,0,2,2,1,3,2,0,1,23,2,1.0,2.0,0.0,0.0,0.0,0.0
374514,1.86,"3 October, 1986",Jackson Martínez,85,Forward,Colômbia,0,0,1,3,4,0,2,3,2,1,19,3,1.0,2.0,0.0,1.0,0.0,0.0
374546,1.83,"9 May, 1981",Johnny Herrera,81,Goalkeeper,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
374561,1.74,"23 June, 1983",Jose Rojas,77,Defender,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
374579,1.70,"10 December, 1982",Óscar Bagüí,65,Defender,Equador,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
374864,1.86,"25 April, 1986",Rais M'Bolhi,80,Goalkeeper,Argélia,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
374914,1.75,"15 March, 1984",Mehdi Lacen,72,Midfielder,Argélia,0,0,3,0,0,0,1,1,0,0,11,3,0.0,2.0,0.0,2.0,0.0,0.0
375130,1.94,"30 July, 1983",Mariano Andújar,88,Goalkeeper,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
375263,1.77,"10 April, 1986",Augusto Fernández,74,Midfielder,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
375405,1.90,"1 May, 1987",Leonardo Bonucci,82,Defender,Itália,0,2,0,0,0,0,0,1,0,0,47,11,1.0,2.0,0.0,0.0,0.0,0.0
375518,1.78,"6 March, 1986",Paul Aguilar,65,Defender,México,0,2,7,1,2,9,4,7,0,0,87,8,3.0,0.0,0.0,0.0,0.0,0.0
375578,1.78,"25 June, 1988",Miguel Layún,64,Defender,México,0,3,2,2,5,8,1,3,0,0,82,9,3.0,0.0,0.0,0.0,0.0,0.0
375735,1.77,"29 August, 1985",Gonzalo Jara,79,Defender,Chile,0,2,4,0,1,1,5,2,0,0,166,37,3.0,0.0,0.0,0.0,0.0,0.0
375843,1.82,"22 September, 1984",Thiago Silva,79,Defender,Brasil,0,3,4,1,1,0,1,2,0,0,145,16,3.0,0.0,0.0,0.0,1.0,0.0
375893,1.75,"1 June, 1988",Javier Hernández,62,Forward,México,0,0,0,1,3,2,2,6,1,1,10,1,0.0,3.0,0.0,3.0,0.0,0.0
375927,1.87,"12 February, 1989",Ron-Robert Zieler,83,Goalkeeper,Alemanha,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
375970,1.78,"24 April, 1982",Patrick Pemberton,80,Goalkeeper,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
376173,1.75,"20 November, 1989",Eduardo Vargas,69,Forward,Chile,1,4,0,3,4,0,0,1,1,1,54,6,3.0,0.0,3.0,0.0,0.0,0.0
376177,1.71,"17 April, 1989",Charles Aranguiz,66,Midfielder,Chile,1,2,2,1,1,2,1,4,1,1,101,12,3.0,0.0,1.0,0.0,1.0,0.0
376188,1.96,"5 June, 1987",Alexander Domínguez,80,Goalkeeper,Equador,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
376241,1.79,"1 September, 1989",Daniel Sturridge,76,Forward,Inglaterra,0,0,1,6,12,2,2,7,1,2,53,3,3.0,0.0,1.0,0.0,0.0,0.0
376672,1.89,"7 October, 1982",Madjid Bouguerra,89,Defender,Argélia,0,3,5,0,0,0,1,2,0,0,56,21,2.0,1.0,1.0,0.0,1.0,0.0
376673,1.92,"3 September, 1988",Jerome Boateng,90,Defender,Alemanha,0,5,1,0,0,11,3,2,0,0,118,10,3.0,0.0,1.0,0.0,0.0,0.0
377035,1.86,"13 February, 1990",Mamadou Sakho,74,Defender,França,0,4,2,0,0,0,0,1,0,0,156,21,3.0,0.0,1.0,0.0,0.0,0.0
377080,1.88,"7 October, 1988",Diego Costa,81,Forward,Espanha,0,0,0,2,4,1,1,2,0,2,22,1,2.0,1.0,2.0,0.0,0.0,0.0
378278,1.87,"29 February, 1988",Benedikt Howedes,80,Defender,Alemanha,1,7,4,2,2,2,2,2,0,1,126,26,3.0,0.0,0.0,0.0,0.0,0.0
378639,1.78,"28 August, 1989",César Azpilicueta,70,Defender,Espanha,0,0,1,0,0,4,2,0,0,0,96,12,2.0,1.0,0.0,0.0,0.0,0.0
381448,1.75,"11 November, 1990",Georginio Wijnaldum,74,Midfielder,Holanda,0,0,0,1,2,0,3,2,0,0,27,7,1.0,2.0,0.0,2.0,0.0,0.0
385942,1.77,"4 October, 1983",Michael Barrantes,71,Midfielder,Costa Rica,0,0,1,0,0,0,2,1,0,0,11,3,0.0,2.0,0.0,2.0,0.0,0.0
386041,1.76,"8 January, 1986",Jorge Claros,70,Midfielder,Honduras,0,1,7,1,2,1,1,3,0,0,129,15,2.0,1.0,0.0,1.0,0.0,0.0
386314,1.80,"31 March, 1989",Giovanni Sio,77,Forward,C. Marfim,0,0,2,1,1,0,2,1,0,1,2,1,0.0,2.0,0.0,1.0,0.0,0.0
387207,1.78,"7 April, 1987",Martín Cáceres,77,Defender,Uruguai,0,1,7,2,3,5,6,6,0,0,124,29,3.0,0.0,0.0,0.0,1.0,0.0
387218,1.78,"23 April, 1987",Michael Arroyo,72,Midfielder,Equador,0,2,1,1,3,2,2,1,0,0,33,4,1.0,1.0,1.0,1.0,0.0,0.0
387226,1.86,"21 February, 1988",Jaime Ayoví,61,Forward,Equador,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
387261,1.68,"27 January, 1986",Fabián Orellana,69,Forward,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
387348,1.90,"16 June, 1986",Fernando Muslera,77,Goalkeeper,Uruguai,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0
388493,1.76,"9 August, 1988",Willian,70,Midfielder,Brasil,0,0,0,1,1,0,0,1,0,0,11,2,0.0,3.0,0.0,2.0,0.0,0.0
389277,1.98,"20 June, 1987",Asmir Begovic,83,Goalkeeper,Bósnia,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
389706,1.81,"15 June, 1988",Cristopher Toselli,76,Goalkeeper,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
389856,1.68,"1 January, 1982",Egidio Arévalo Ríos,68,Midfielder,Uruguai,0,0,8,1,1,1,6,4,0,0,104,26,3.0,0.0,0.0,0.0,0.0,0.0
390012,1.71,"3 August, 1987",Gary Medel,74,Defender,Chile,0,0,4,0,1,1,3,6,0,0,209,37,3.0,0.0,0.0,0.0,0.0,0.0
390080,1.79,"11 May, 1989",Giovani Dos Santos,71,Forward,México,0,1,1,3,3,3,3,4,0,2,61,4,3.0,0.0,2.0,0.0,0.0,0.0
390097,1.74,"16 January, 1987",Joo-Ho Park,69,Defender,Coreia,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
390270,1.85,"1 June, 1988",Dave Myrie,79,Defender,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
390272,1.92,"8 February, 1988",Giancarlo González,83,Defender,Costa Rica,0,2,6,0,3,0,2,3,0,1,65,34,3.0,0.0,0.0,0.0,1.0,0.0
390295,1.78,"14 February, 1987",José Cubero,70,Midfielder,Costa Rica,0,1,2,0,0,0,1,0,0,0,7,2,0.0,3.0,0.0,2.0,1.0,0.0
390305,1.84,"27 May, 1988",Celso Borges,82,Midfielder,Costa Rica,0,1,1,2,4,1,0,1,0,0,93,20,3.0,0.0,1.0,0.0,0.0,0.0
390332,1.79,"21 February, 1987",Carlos Carmona,68,Midfielder,Chile,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2.0,0.0,1.0,0.0,0.0
390339,1.76,"27 March, 1988",Atsuto Uchida,62,Defender,Japão,0,3,4,1,3,16,1,3,0,1,96,11,3.0,0.0,0.0,0.0,0.0,0.0
390340,1.72,"17 March, 1989",Shinji Kagawa,63,Forward,Japão,0,2,8,1,5,2,2,3,0,0,99,8,2.0,1.0,2.0,1.0,0.0,0.0
390345,1.83,"21 May, 1987",Morishige Masato,76,Defender,Japão,0,3,1,0,0,0,2,1,0,0,30,1,1.0,2.0,0.0,0.0,1.0,0.0
392604,1.90,"18 October, 1988",Efe Ambrose,70,Defender,Nigéria,0,1,2,0,1,9,2,4,0,0,135,21,3.0,0.0,0.0,0.0,0.0,0.0
